iter	Passed	Remaining
906	1310	134
907	1312	132
908	1316	131
909	1317	130
910	1318	128
911	1319	127
912	1321	125
913	1322	124
914	1323	122
915	1324	121
916	1326	120
917	1327	118
918	1333	117
919	1334	116
920	1335	114
921	1338	113
922	1339	111
923	1340	110
924	1341	108
925	1342	107
926	1343	105
927	1345	104
928	1346	102
929	1348	101
930	1349	100
931	1350	98
932	1351	97
933	1352	95
934	1353	94
935	1354	92
936	1355	91
937	1359	89
938	1360	88
939	1362	86
940	1363	85
941	1366	84
942	1367	82
943	1369	81
944	1370	79
945	1371	78
946	1375	76
947	1377	75
948	1378	74
949	1380	72
950	1381	71
951	1382	69
952	1383	68
953	1384	66
954	1385	65
955	1386	63
956	1392	62
957	1393	61
958	1395	59
959	1398	58
960	1399	56
961	1400	55
962	1401	53
963	1402	52
964	1407	51
965	1409	49
966	1410	48
967	1412	46
968	1413	45
969	1414	43
970	1415	42
971	1416	40
972	1417	39
973	1418	37
974	1422	36
975	1423	35
976	1424	33
977	1425	32
978	1426	30
979	1428	29
980	1428	27
981	1430	26
982	1430	24
983	1432	23
984	1433	21
985	1437	20
986	1438	18
987	1439	17
988	1441	16
989	1442	14
990	1443	13
991	1444	11
992	1445	10
993	1446	8
994	1454	7
995	1455	5
996	1458	4
997	1459	2
998	1461	1
999	1462	0
